person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
33,MORTGAGE,3.0,EDUCATION,C,9000,13.16,0,0.23,N,5,10.596659732783579
31,RENT,0.0,MEDICAL,C,4800,11.54,0,0.19,Y,10,10.12667110305036
27,RENT,4.0,MEDICAL,A,4800,7.14,0,0.18,N,10,10.21027347878698
27,OTHER,0.0,MEDICAL,A,1200,10.99,0,0.03,N,8,10.596659732783579
33,RENT,0.0,VENTURE,A,4800,9.63,0,0.17,N,8,10.239852640559992
28,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.25,N,6,10.596659732783579
29,OTHER,1.0,MEDICAL,A,10000,8.0,0,0.25,N,10,10.596659732783579
28,RENT,5.0,VENTURE,C,4800,15.23,0,0.17,Y,7,10.275223507900165
31,RENT,4.0,MEDICAL,B,4800,12.42,0,0.16,N,8,10.308985993422082
31,RENT,2.0,PERSONAL,D,4800,14.84,1,0.16,Y,8,10.308985993422082
28,RENT,1.0,EDUCATION,C,4800,13.47,0,0.16,N,8,10.308985993422082
30,RENT,1.0,MEDICAL,C,4800,13.43,0,0.15,Y,5,10.34177474101152
35,MORTGAGE,18.0,MEDICAL,B,7200,10.71,0,0.18,N,5,10.596659732783579
31,MORTGAGE,4.0,MEDICAL,C,12650,11.34,0,0.32,N,9,10.596659732783579
29,RENT,3.0,EDUCATION,A,4800,5.79,0,0.14,N,9,10.422311107413181
28,RENT,5.0,MEDICAL,A,4800,7.14,0,0.14,N,5,10.42715042510361
28,RENT,1.0,VENTURE,B,4800,11.49,0,0.14,N,7,10.434145214930487
32,RENT,17.0,PERSONAL,D,4800,16.29,1,0.17,Y,7,10.275085591132715
33,MORTGAGE,5.0,VENTURE,B,16750,9.88,0,0.42,N,6,10.59805871874709
28,RENT,2.0,MEDICAL,C,4800,13.49,0,0.14,N,5,10.463131911491967
27,RENT,3.0,MEDICAL,B,4800,9.99,0,0.14,N,8,10.463131911491967
28,MORTGAGE,5.0,EDUCATION,A,1900,5.99,0,0.05,N,10,10.601647149919609
27,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5600,10.99,0,0.14,N,7,10.602890127258581
28,RENT,1.0,MEDICAL,C,4800,12.61,0,0.13,N,9,10.491301994830229
28,MORTGAGE,1.0,MEDICAL,D,6125,16.89,1,0.18,N,10,10.442929787247998
32,RENT,3.0,EDUCATION,D,4800,14.11,0,0.13,Y,6,10.502351525774941
32,RENT,4.0,HOMEIMPROVEMENT,B,4800,9.99,1,0.15,N,6,10.385944565501662
35,RENT,4.0,HOMEIMPROVEMENT,C,4800,13.23,1,0.15,Y,9,10.401258331428318
27,RENT,0.0,DEBTCONSOLIDATION,A,4800,10.99,0,0.12,N,8,10.596659732783579
27,RENT,4.0,DEBTCONSOLIDATION,B,4800,11.71,0,0.12,N,8,10.596659732783579
30,RENT,3.0,EDUCATION,C,4800,12.68,0,0.12,N,5,10.596659732783579
28,MORTGAGE,0.0,VENTURE,C,12000,12.23,0,0.3,Y,5,10.609081944147828
28,RENT,5.0,MEDICAL,B,4800,12.42,0,0.11,N,9,10.645448706505872
27,RENT,6.0,VENTURE,A,4800,7.51,0,0.11,N,10,10.691967639914864
28,RENT,6.0,DEBTCONSOLIDATION,B,4800,9.63,1,0.13,N,10,10.547995807489514
29,MORTGAGE,0.0,EDUCATION,A,6000,8.38,0,0.15,N,8,10.609081944147828
27,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.07,N,8,10.610562292793487
27,MORTGAGE,8.0,EDUCATION,D,20400,10.99,0,0.5,N,8,10.614007941153417
32,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,9.63,0,0.25,N,7,10.614106214008078
31,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6400,8.49,0,0.16,N,6,10.614990235380386
33,RENT,1.0,DEBTCONSOLIDATION,B,4800,10.59,0,0.11,N,8,10.714439990727769
29,MORTGAGE,4.0,PERSONAL,D,8000,14.91,0,0.2,Y,8,10.61589799927692
27,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8000,12.69,0,0.2,N,6,10.616461869895815
30,RENT,0.0,MEDICAL,B,4800,10.37,0,0.11,N,6,10.714439990727769
28,MORTGAGE,12.0,EDUCATION,A,6700,6.99,0,0.16,N,8,10.616461869895815
27,MORTGAGE,4.0,EDUCATION,B,6000,11.49,0,0.15,N,10,10.616461869895815
33,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.51,0,0.37,N,5,10.616461869895815
29,MORTGAGE,11.0,HOMEIMPROVEMENT,C,3200,14.22,0,0.08,Y,10,10.616461869895815
28,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.76,0,0.12,N,10,10.616461869895815
29,MORTGAGE,0.0,HOMEIMPROVEMENT,A,2000,7.74,0,0.05,N,8,10.616461869895815
30,RENT,1.0,EDUCATION,C,4800,13.79,0,0.1,Y,9,10.799595985047786
27,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.65,0,0.1,N,7,10.803669227477098
34,RENT,8.0,EDUCATION,B,4800,10.99,0,0.1,N,10,10.819798284210286
28,RENT,1.0,PERSONAL,B,4800,10.37,0,0.1,N,10,10.819798284210286
30,RENT,14.0,MEDICAL,B,4800,12.69,0,0.09,N,10,10.839600519357369
29,MORTGAGE,8.0,DEBTCONSOLIDATION,D,6250,15.95,1,0.18,Y,9,10.46310334047155
31,RENT,1.0,MEDICAL,C,4800,12.99,0,0.09,Y,10,10.896757843893464
30,RENT,2.0,VENTURE,C,4800,13.23,0,0.09,N,8,10.896757843893464
30,RENT,2.0,MEDICAL,A,4800,6.03,0,0.09,N,8,10.915033917272405
28,RENT,6.0,DEBTCONSOLIDATION,D,4800,15.99,1,0.1,N,5,10.799595985047786
30,RENT,7.0,HOMEIMPROVEMENT,C,4800,13.92,0,0.09,Y,9,10.933124826700707
29,RENT,4.0,PERSONAL,A,4800,6.39,0,0.09,N,6,10.933981587127947
28,RENT,2.0,HOMEIMPROVEMENT,B,4800,11.99,0,0.08,N,6,10.957956364441785
27,RENT,3.0,PERSONAL,C,4800,13.35,0,0.08,Y,9,11.002116507732017
30,RENT,4.0,MEDICAL,C,4800,14.79,0,0.08,N,10,11.0186455364637
28,RENT,5.0,DEBTCONSOLIDATION,E,4800,16.45,1,0.09,N,7,10.933124826700707
34,RENT,7.0,DEBTCONSOLIDATION,C,4800,10.99,1,0.08,Y,10,10.950824090522445
31,RENT,4.0,PERSONAL,D,4800,15.58,1,0.08,Y,9,10.968146564052885
29,OWN,6.0,MEDICAL,B,5000,11.99,0,0.12,N,5,10.62135173563291
29,RENT,13.0,EDUCATION,B,4800,10.99,0,0.07,N,6,11.07821175650294
33,MORTGAGE,6.0,MEDICAL,A,9000,10.99,0,0.22,N,9,10.62135173563291
29,RENT,0.0,DEBTCONSOLIDATION,B,4800,11.49,1,0.08,N,7,10.98537746505985
33,RENT,5.0,HOMEIMPROVEMENT,C,4800,13.57,0,0.07,N,7,11.097425172408931
28,RENT,4.0,PERSONAL,B,4800,10.36,0,0.07,N,5,11.105874099420692
27,MORTGAGE,3.0,MEDICAL,E,6000,16.69,1,0.17,N,8,10.463131911491967
29,MORTGAGE,7.0,VENTURE,A,6000,5.79,0,0.15,N,8,10.62135173563291
27,RENT,2.0,MEDICAL,B,4800,12.21,0,0.07,N,5,11.127336510866854
29,RENT,13.0,MEDICAL,B,4800,11.11,0,0.07,N,10,11.141876276228
30,MORTGAGE,1.0,HOMEIMPROVEMENT,C,10000,12.73,0,0.24,Y,10,10.62135173563291
34,RENT,0.0,VENTURE,A,4800,7.14,0,0.06,N,7,11.251573687764477
35,RENT,5.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.06,N,9,11.289794413577894
34,RENT,1.0,DEBTCONSOLIDATION,A,4800,5.42,0,0.05,N,10,11.481445117743048
27,MORTGAGE,3.0,PERSONAL,A,10000,8.59,0,0.24,N,8,10.62135173563291
28,RENT,7.0,DEBTCONSOLIDATION,A,4800,8.9,0,0.04,N,6,11.678448377988165
30,RENT,0.0,HOMEIMPROVEMENT,A,4800,7.4,0,0.04,N,8,11.695255355062795
29,RENT,5.0,PERSONAL,B,4800,10.99,0,0.02,N,6,12.611541086966115
32,MORTGAGE,2.0,PERSONAL,D,8000,15.05,0,0.2,N,9,10.62135173563291
35,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8000,10.83,0,0.2,N,6,10.62135173563291
32,RENT,3.0,HOMEIMPROVEMENT,B,4875,10.74,0,0.08,N,9,11.06746614463549
30,MORTGAGE,14.0,HOMEIMPROVEMENT,B,18000,9.01,0,0.44,N,7,10.62135173563291
28,RENT,8.0,MEDICAL,A,4900,7.88,0,0.21,N,6,10.058395088732475
31,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,10.99,0,0.1,N,5,10.621449289470512
34,MORTGAGE,5.0,HOMEIMPROVEMENT,C,16000,11.78,0,0.39,N,5,10.621449289470512
27,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.88,0,0.1,N,10,11.472113887062386
33,MORTGAGE,15.0,MEDICAL,A,8000,8.32,1,0.23,N,6,10.464559422726214
31,MORTGAGE,1.0,PERSONAL,A,12000,10.99,0,0.29,N,7,10.622643552277124
29,RENT,13.0,PERSONAL,B,10000,8.88,0,0.1,N,8,11.477308649967686
33,OWN,0.0,VENTURE,C,3300,12.99,0,0.08,N,7,10.626120717152457
27,RENT,8.0,HOMEIMPROVEMENT,A,10000,6.54,0,0.1,N,10,11.492773776759375
35,OWN,7.0,MEDICAL,A,3000,7.14,0,0.07,N,9,10.627066940216276
28,RENT,3.0,PERSONAL,B,10000,10.65,1,0.11,N,9,11.385103457032141
31,RENT,2.0,VENTURE,A,10000,8.49,0,0.1,N,5,11.51293546492023
32,RENT,0.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.1,N,8,11.51293546492023
31,RENT,5.0,VENTURE,A,10000,10.99,0,0.1,N,8,11.51293546492023
28,RENT,1.0,EDUCATION,A,10000,7.51,0,0.1,N,7,11.51293546492023
32,OWN,4.0,PERSONAL,A,10500,6.62,0,0.25,N,9,10.63106031411106
29,RENT,4.0,VENTURE,A,10000,9.63,0,0.1,N,9,11.51293546492023
30,RENT,3.0,HOMEIMPROVEMENT,A,10000,6.03,0,0.1,N,8,11.532737896139919
32,MORTGAGE,16.0,DEBTCONSOLIDATION,A,3500,8.32,0,0.08,N,9,10.632604976885304
34,MORTGAGE,15.0,EDUCATION,C,2800,14.17,1,0.08,Y,7,10.477203464850332
32,RENT,12.0,MEDICAL,D,10000,13.24,1,0.11,Y,9,11.245059091624615
27,OWN,11.0,VENTURE,A,4500,7.49,0,0.11,N,5,10.633472802314019
27,RENT,9.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.1,N,10,11.542493975902508
28,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.1,N,8,11.544831025981212
30,RENT,2.0,PERSONAL,B,10000,10.65,0,0.09,N,5,11.58989576532275
31,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.99,0,0.09,Y,9,11.608244735642321
34,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.09,N,9,11.608244735642321
32,MORTGAGE,2.0,VENTURE,B,13200,11.71,0,0.32,N,7,10.635879484421974
28,RENT,2.0,HOMEIMPROVEMENT,C,10000,13.22,0,0.09,N,5,11.608244735642321
33,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.57,0,0.09,Y,10,11.608244735642321
33,RENT,0.0,VENTURE,A,10000,9.32,0,0.09,N,6,11.608244735642321
34,MORTGAGE,16.0,DEBTCONSOLIDATION,A,17500,6.17,0,0.42,N,6,10.635879484421974
30,MORTGAGE,2.0,EDUCATION,A,4500,6.76,0,0.11,N,9,10.635879484421974
28,OWN,0.0,VENTURE,B,13000,11.58,0,0.31,N,9,10.635879484421974
30,MORTGAGE,7.0,VENTURE,B,15000,10.0,0,0.36,N,9,10.63597563133453
28,MORTGAGE,7.0,VENTURE,B,7750,12.21,0,0.19,N,9,10.638280388314705
27,RENT,2.0,EDUCATION,A,10000,8.0,0,0.09,N,10,11.669937760751914
30,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.14,0,0.08,N,7,11.678448377988165
33,MORTGAGE,2.0,VENTURE,B,7000,10.36,0,0.17,N,8,10.64344675154854
34,MORTGAGE,14.0,EDUCATION,C,8150,15.23,0,0.19,N,10,10.644948593374624
30,RENT,3.0,HOMEIMPROVEMENT,E,10000,17.04,0,0.08,N,5,11.695255355062795
28,RENT,5.0,EDUCATION,B,10000,9.99,0,0.08,N,9,11.736077016252437
30,RENT,3.0,HOMEIMPROVEMENT,B,10000,10.74,0,0.08,N,6,11.736077016252437
28,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5375,10.65,0,0.13,N,7,10.645448706505872
27,RENT,5.0,VENTURE,B,10000,10.62,0,0.08,N,6,11.736077016252437
35,RENT,19.0,EDUCATION,D,10000,16.29,0,0.08,N,5,11.744045122410057
27,RENT,3.0,MEDICAL,B,10000,11.49,0,0.08,N,10,11.775297421715827
27,RENT,6.0,EDUCATION,A,10000,7.74,0,0.08,N,5,11.775297421715827
29,RENT,1.0,EDUCATION,C,10000,14.26,0,0.08,N,5,11.775297421715827
27,RENT,2.0,VENTURE,C,10000,13.47,0,0.08,Y,6,11.775297421715827
28,OWN,4.0,PERSONAL,C,8000,15.96,0,0.19,N,7,10.645448706505872
31,RENT,5.0,VENTURE,C,10000,13.49,1,0.08,N,5,11.700242855114809
29,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.07,N,6,11.820417517632333
32,RENT,11.0,VENTURE,C,10000,13.85,1,0.08,Y,5,11.759793355371237
32,RENT,1.0,PERSONAL,C,10000,14.79,0,0.07,Y,9,11.855812795093666
33,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13000,7.9,0,0.31,N,6,10.645448706505872
28,RENT,12.0,PERSONAL,B,10000,9.99,0,0.07,N,5,11.87757552297847
30,RENT,8.0,PERSONAL,D,10000,13.55,0,0.07,N,9,11.904974309480183
27,RENT,3.0,EDUCATION,E,10000,16.32,0,0.06,Y,9,11.982935344196433
34,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,14.65,0,0.24,N,6,10.645448706505872
27,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12500,6.03,1,0.35,N,7,10.491301994830229
27,OWN,4.0,EDUCATION,C,10000,14.65,0,0.24,N,7,10.645448706505872
27,RENT,7.0,HOMEIMPROVEMENT,D,10000,14.91,0,0.04,Y,10,12.524530013005734
30,OWN,7.0,EDUCATION,A,1200,6.62,0,0.03,N,8,10.645448706505872
32,RENT,16.0,EDUCATION,C,9950,12.68,1,0.39,Y,7,10.142701284027833
32,RENT,9.0,MEDICAL,A,4900,6.17,0,0.19,N,6,10.134638955251866
28,MORTGAGE,12.0,VENTURE,A,7300,10.99,0,0.17,N,9,10.645448706505872
27,RENT,11.0,MEDICAL,B,4900,11.71,0,0.16,N,5,10.308985993422082
31,RENT,0.0,DEBTCONSOLIDATION,A,9925,6.62,1,0.41,N,6,10.085850775128717
33,OWN,4.0,VENTURE,B,5000,10.59,0,0.12,N,6,10.645448706505872
30,RENT,3.0,EDUCATION,C,9925,12.09,0,0.11,Y,7,11.445727410406752
28,RENT,3.0,VENTURE,B,9900,10.95,0,0.25,N,6,10.571342565808699
31,RENT,4.0,PERSONAL,B,9900,11.89,0,0.24,N,10,10.628714626559486
27,RENT,1.0,PERSONAL,C,9900,14.35,0,0.2,N,5,10.819798284210286
32,RENT,2.0,PERSONAL,A,9850,7.75,0,0.14,N,9,11.156264806643742
32,RENT,4.0,HOMEIMPROVEMENT,C,9800,12.23,1,0.39,Y,8,10.12667110305036
30,RENT,2.0,PERSONAL,B,9800,11.48,0,0.26,N,5,10.555838779903407
27,RENT,7.0,EDUCATION,A,9800,8.59,0,0.2,N,5,10.778977123006351
31,MORTGAGE,3.0,MEDICAL,A,9000,6.99,0,0.21,N,8,10.645448706505872
30,OWN,4.0,PERSONAL,C,4000,15.23,0,0.1,Y,9,10.645448706505872
35,MORTGAGE,4.0,EDUCATION,B,16000,10.99,1,0.44,N,8,10.491301994830229
28,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.14,N,9,10.645448706505872
27,MORTGAGE,11.0,PERSONAL,A,3500,8.49,0,0.08,N,9,10.645448706505872
31,RENT,3.0,MEDICAL,D,9750,17.19,1,0.47,Y,6,9.942756341456828
28,RENT,4.0,VENTURE,D,9750,10.99,1,0.45,N,10,9.980494888896912
28,RENT,3.0,MEDICAL,D,4900,14.12,1,0.15,N,7,10.385944565501662
27,RENT,8.0,VENTURE,B,4900,9.91,0,0.11,N,5,10.668978650219241
33,RENT,10.0,EDUCATION,C,4900,10.28,1,0.13,Y,6,10.545367754151743
29,RENT,13.0,PERSONAL,C,4900,10.99,0,0.08,Y,10,11.06665398721974
28,RENT,0.0,PERSONAL,B,4925,11.49,0,0.12,N,7,10.647826772357497
27,RENT,5.0,PERSONAL,B,4975,10.37,0,0.17,N,10,10.308985993422082
30,OWN,8.0,MEDICAL,C,8000,12.99,0,0.19,N,9,10.645448706505872
33,MORTGAGE,2.0,PERSONAL,A,9050,7.49,0,0.22,N,7,10.645448706505872
29,RENT,4.0,VENTURE,B,5000,10.99,0,0.18,N,10,10.237098556876308
29,RENT,2.0,MEDICAL,D,5000,16.07,1,0.18,N,8,10.239995502805316
29,RENT,0.0,MEDICAL,A,5000,7.29,0,0.18,N,9,10.24498286663967
34,MORTGAGE,18.0,HOMEIMPROVEMENT,A,2000,5.79,0,0.05,N,8,10.645448706505872
28,RENT,2.0,VENTURE,B,5000,10.65,0,0.17,N,9,10.268165387743457
32,RENT,16.0,MEDICAL,B,5000,10.59,0,0.17,N,9,10.268165387743457
31,RENT,1.0,VENTURE,B,5000,9.25,0,0.17,N,7,10.268165387743457
27,RENT,6.0,EDUCATION,D,5000,14.96,0,0.17,Y,5,10.268165387743457
27,RENT,1.0,PERSONAL,C,5000,13.16,0,0.17,Y,5,10.27398157170024
29,RENT,3.0,VENTURE,C,5000,15.23,0,0.17,Y,7,10.275085591132715
32,MORTGAGE,16.0,DEBTCONSOLIDATION,A,10375,5.42,0,0.25,N,7,10.645448706505872
32,MORTGAGE,4.0,PERSONAL,A,1225,5.79,0,0.03,N,10,10.645448706505872
34,RENT,4.0,VENTURE,B,5000,10.36,0,0.17,N,7,10.280313102435128
28,MORTGAGE,6.0,EDUCATION,B,5000,10.37,0,0.12,N,5,10.645448706505872
33,MORTGAGE,5.0,EDUCATION,A,9000,5.79,0,0.21,N,5,10.645448706505872
34,MORTGAGE,7.0,MEDICAL,B,7500,11.11,0,0.18,N,7,10.645448706505872
31,RENT,4.0,HOMEIMPROVEMENT,B,5000,9.91,1,0.17,N,5,10.308985993422082
29,RENT,3.0,MEDICAL,B,5000,11.49,0,0.17,N,9,10.308985993422082
27,RENT,0.0,MEDICAL,C,5000,13.72,0,0.17,N,8,10.308985993422082
28,RENT,1.0,PERSONAL,A,5000,6.17,0,0.17,N,6,10.308985993422082
28,RENT,3.0,MEDICAL,B,5000,9.88,0,0.17,N,8,10.308985993422082
33,RENT,0.0,MEDICAL,A,5000,7.74,0,0.17,N,8,10.308985993422082
29,MORTGAGE,6.0,PERSONAL,A,8000,6.54,1,0.22,N,8,10.491301994830229
28,MORTGAGE,0.0,DEBTCONSOLIDATION,B,12000,9.62,0,0.29,N,7,10.645448706505872
29,RENT,3.0,VENTURE,A,5000,9.32,0,0.17,N,5,10.308985993422082
30,RENT,1.0,EDUCATION,C,5000,14.72,0,0.17,Y,10,10.316953898529778
29,RENT,13.0,MEDICAL,D,5000,14.96,0,0.16,Y,8,10.335172561620322
32,RENT,5.0,VENTURE,B,5000,11.49,0,0.16,N,10,10.34048362692364
30,RENT,1.0,VENTURE,B,5000,9.91,0,0.16,N,10,10.34177474101152
35,RENT,0.0,VENTURE,C,5000,14.35,0,0.16,N,7,10.34177474101152
29,RENT,2.0,DEBTCONSOLIDATION,B,5000,9.63,0,0.16,N,8,10.344995251991222
34,OWN,1.0,VENTURE,A,22750,6.91,0,0.54,N,10,10.645448706505872
31,OWN,0.0,HOMEIMPROVEMENT,B,7200,9.99,0,0.17,N,8,10.645448706505872
35,RENT,6.0,MEDICAL,B,5000,9.99,0,0.16,N,9,10.360215954581834
28,MORTGAGE,12.0,VENTURE,A,11000,5.42,0,0.26,N,7,10.645448706505872
28,RENT,5.0,MEDICAL,A,5000,6.99,0,0.16,N,7,10.373522431293592
27,MORTGAGE,0.0,PERSONAL,C,8000,13.61,0,0.19,Y,9,10.645448706505872
29,RENT,4.0,MEDICAL,A,5000,8.9,0,0.15,N,8,10.385944565501662
27,RENT,7.0,MEDICAL,C,5000,10.99,0,0.15,N,6,10.385944565501662
29,OWN,13.0,MEDICAL,A,2500,6.76,0,0.06,N,5,10.645448706505872
32,RENT,4.0,EDUCATION,D,5000,10.99,0,0.15,N,6,10.388903056364905
33,MORTGAGE,12.0,VENTURE,A,6400,7.88,0,0.15,N,10,10.645448706505872
27,RENT,4.0,PERSONAL,D,5000,15.21,0,0.15,Y,9,10.396994062531652
28,MORTGAGE,4.0,PERSONAL,B,10000,10.75,0,0.24,N,9,10.645448706505872
29,RENT,6.0,MEDICAL,A,5000,8.9,0,0.15,N,7,10.404293143019792
27,RENT,9.0,PERSONAL,B,5000,10.0,0,0.15,N,10,10.404293143019792
27,OWN,3.0,PERSONAL,B,8500,10.38,0,0.2,N,7,10.645448706505872
27,RENT,4.0,EDUCATION,C,5000,14.22,0,0.15,Y,10,10.404293143019792
29,MORTGAGE,5.0,MEDICAL,C,2500,13.98,0,0.06,N,8,10.645448706505872
28,RENT,12.0,VENTURE,A,5000,5.42,0,0.15,N,8,10.422311107413181
27,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4200,6.76,0,0.1,N,7,10.645448706505872
29,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.92,0,0.15,Y,10,10.422311107413181
27,RENT,8.0,MEDICAL,C,5000,12.87,0,0.15,Y,6,10.422311107413181
29,MORTGAGE,8.0,PERSONAL,C,7800,13.11,0,0.19,N,9,10.645448706505872
30,MORTGAGE,13.0,EDUCATION,D,3000,15.33,0,0.07,Y,9,10.645448706505872
31,RENT,3.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.15,N,7,10.434145214930487
27,RENT,5.0,MEDICAL,C,5000,13.79,0,0.15,N,10,10.438605708871151
28,MORTGAGE,13.0,PERSONAL,D,8500,14.96,0,0.2,N,10,10.645448706505872
35,RENT,14.0,MEDICAL,E,5000,6.0,1,0.14,N,6,10.459353461311817
31,RENT,3.0,VENTURE,B,5000,10.65,0,0.14,N,5,10.463131911491967
28,RENT,1.0,PERSONAL,C,5000,15.96,1,0.17,Y,7,10.275085591132715
33,RENT,0.0,PERSONAL,A,5000,8.9,0,0.14,N,5,10.463131911491967
27,RENT,9.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,8,10.463131911491967
29,RENT,1.0,MEDICAL,A,5000,10.99,0,0.14,N,9,10.463131911491967
27,RENT,7.0,MEDICAL,B,5000,10.75,0,0.14,N,8,10.463246187411299
32,OWN,0.0,PERSONAL,B,10400,11.14,0,0.25,N,9,10.645448706505872
27,MORTGAGE,9.0,DEBTCONSOLIDATION,E,15200,16.35,1,0.42,Y,6,10.491301994830229
35,RENT,4.0,MEDICAL,B,5000,9.91,0,0.14,N,5,10.491301994830229
35,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.14,N,5,10.491301994830229
32,MORTGAGE,3.0,VENTURE,A,9000,7.74,0,0.21,N,8,10.645448706505872
29,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0,0.06,N,7,10.645448706505872
27,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.99,1,0.17,Y,10,10.308985993422082
29,MORTGAGE,9.0,EDUCATION,B,8500,10.95,0,0.2,N,6,10.645448706505872
27,RENT,5.0,EDUCATION,B,5000,9.63,0,0.14,N,8,10.491301994830229
28,OWN,1.0,VENTURE,C,15000,13.47,0,0.36,N,9,10.645448706505872
31,RENT,2.0,MEDICAL,B,5000,10.36,0,0.14,N,9,10.491301994830229
30,RENT,2.0,VENTURE,B,5000,10.75,0,0.14,N,5,10.491301994830229
32,RENT,2.0,VENTURE,B,5000,11.83,0,0.14,N,10,10.491301994830229
29,RENT,0.0,MEDICAL,C,5000,10.99,0,0.14,Y,5,10.491301994830229
27,MORTGAGE,2.0,VENTURE,C,20000,12.84,0,0.48,Y,7,10.645448706505872
28,OWN,2.0,MEDICAL,C,6000,12.84,0,0.14,N,9,10.645448706505872
30,RENT,2.0,PERSONAL,C,5000,11.91,0,0.14,Y,6,10.516887815005818
32,OWN,15.0,MEDICAL,B,1800,10.2,0,0.04,N,9,10.645448706505872
29,MORTGAGE,0.0,VENTURE,A,7500,10.99,0,0.18,N,9,10.645448706505872
32,RENT,0.0,VENTURE,B,5000,11.49,0,0.14,N,7,10.518700218288165
32,RENT,3.0,EDUCATION,B,5000,9.62,0,0.14,N,7,10.518700218288165
27,MORTGAGE,0.0,EDUCATION,A,6825,8.32,1,0.19,N,9,10.491301994830229
32,RENT,2.0,VENTURE,B,5000,12.53,0,0.13,N,9,10.526775414924009
32,RENT,6.0,MEDICAL,A,5000,6.03,0,0.13,N,9,10.53212287826962
27,RENT,11.0,HOMEIMPROVEMENT,A,5000,6.62,1,0.16,N,7,10.35818717052199
28,MORTGAGE,5.0,MEDICAL,E,15450,10.99,1,0.43,N,8,10.491301994830229
32,RENT,3.0,VENTURE,E,5000,16.35,0,0.13,N,5,10.545157211213365
32,RENT,6.0,DEBTCONSOLIDATION,D,5000,18.25,1,0.16,Y,7,10.373522431293592
27,MORTGAGE,5.0,EDUCATION,A,5000,6.62,1,0.14,N,9,10.493577119278669
29,RENT,1.0,PERSONAL,D,5000,14.84,1,0.16,N,8,10.373522431293592
29,OWN,0.0,EDUCATION,A,2500,8.0,0,0.06,N,5,10.648016773545576
29,RENT,0.0,MEDICAL,B,5000,11.36,0,0.13,N,5,10.545367754151743
27,OTHER,11.0,VENTURE,A,2400,7.74,0,0.06,N,8,10.649298338178925
28,MORTGAGE,5.0,VENTURE,B,13200,11.48,0,0.31,N,8,10.650199196425806
29,RENT,1.0,HOMEIMPROVEMENT,D,5000,10.99,1,0.16,N,10,10.373522431293592
27,RENT,8.0,MEDICAL,A,5000,9.63,0,0.13,N,10,10.54547300900014
28,OWN,2.0,MEDICAL,B,12000,11.86,0,0.28,N,6,10.651146592342338
27,RENT,1.0,MEDICAL,A,5000,7.51,0,0.13,N,5,10.551924982703788
32,RENT,4.0,MEDICAL,B,5000,10.25,0,0.13,N,9,10.55323128448846
28,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0,0.13,Y,6,10.555838779903407
31,OWN,15.0,VENTURE,A,2000,6.92,0,0.05,N,9,10.652566005416872
28,RENT,3.0,EDUCATION,C,5000,10.99,0,0.13,N,5,10.555838779903407
27,RENT,6.0,MEDICAL,B,5000,9.88,0,0.13,N,10,10.555838779903407
33,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.14,0,0.13,N,10,10.55843949396453
28,RENT,3.0,VENTURE,B,5000,10.25,0,0.13,N,10,10.571342565808699
27,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,13.06,0,0.19,N,5,10.657282884047461
28,RENT,0.0,EDUCATION,C,5000,12.87,0,0.13,N,10,10.58448623804925
34,RENT,1.0,PERSONAL,A,5000,7.51,0,0.13,N,6,10.596559730283433
